N0;Komentar;
103;"aplikasi Tokopedia sangat bagus dalam bertransaksi online. barang bagus. proses pembelian gak ribet. CS-nya peduli apabila customernya mengalami kendala. contoh : lupa kata sandi, dsb. Kalau bisa, cashback yang diberikan di suatu barang, itu bisa digunakan sebagai diskon untuk barang tersebut.";
104;mohon diperbaiki lagi tentang masalah refund..transaksi saya dibatalkan tapi pengembalian dana ke rekening saya belum juga di tanggapi..sudah lebih dari waktu 2x24jam yang di terapkan oleh tokopedia;
105;untuk pelayanan pengaduan sangat kurang. sy terima tagihan listrik dr id dan nama pelanggan yang tdk sy kenal. kok bisa?? jumlah tagihannya lumayan lg. untung sy teliti.;
106;"Aplikasi tidak Recomended!!!! masa iya barang saya di retur gitu aja trus uang saya tidak dikembalikan tolong dong yang profesional,amanah dan jujur,rugi nya gak seberapa tapi kecewa nya dan sakit hati gak bisa hilang Ya Allah... Nyesel aku belanja di tokopedia, lain kali kalo belanja di shopee aja udah murah"" cepet pula pengiriman nya Semoga Aplikasi ini diberhentikan sama pemerintah karena sudah merugikan bnyak pihak!!!!";
107;pelayanan pengembalian dana ke pembeli terlalu bertele tele tai anjing ini aplikasi... uang saya sudah 1 minggu di tahan di sini sebesar 5 juta. padahal penjual udah nerima kembali paket yang dikirim pembeli dan udah konfirmasi lewat email... karna tidak bisa masuk diskusi akun di blokir toped... kalo uang saya tidak kembali berarti sama saja tokopedia maling.;
108;"maaf buat tokopedia, tadinya sy udah ksh bintang 2, sekarang sy kurangin jd bintang 1, krn sy belanja tgl 5 smp tgl 9 barang blm jg sampai. perbaiki kualitasnya.!sy mau beli ban motor tubles di tokopedia harganya memang lbh murah di bandingkan beli di bengkel motor, bgtu sy pesan ternyata ongkirnya 20rb... jd total 240rb blm lg + beli pentil + ongkos pasang di bengkel, di hitung2 malah lbh mahal beli spare part motor di online ya. kalo ke bengkel cm datang,pilih,cek fisik ban,pasang,bayar,pulang.";
109;"semenjak di perbarui aplikasi tokopedia semakin buruk kualitas nya,, semakin rumit,, skrg yang bertambah parah nya saldo tokopedia sudah gak bisa di pakai belanja lagi,, saldo tokopedia hanya untuk penghasilan dan pengembalian dana,, waduh,, masak setiap mau transaksi harus seribet itu,, kalau selama ini kan enak hasil dari penjualan bisa langsung di belanjakan lagi jadi tinggal duduk manis aja di rumah,, mohon dong admin kembaliin kaya dulu lagi aja nih soal saldo nya supaya gak ribet";
110;"Okelah, harga barang bersaing dari lapak sebelah, aplikasi friendly, walau kadang2 aplikasi maupun seller bermasalah tapi respon service centrenya cukup baik, cepat tanggap, selalu mengedepankan solusi dan kepuasan layanan pengguna aplikasi senantiasa diutamakan, overall ga pernah trobel belanja disini, saran saya kalo bisa gratis ongkir tanpa syaratnya dibanyakin lagi donk, itu yg bikin senang belanja disini, maju terus aplikasinya gan!";
111;"saya Order di jasa belanja online ini,kenapa orderan saya kurang dari pesanan saya?pihak seller menyatakan sudah lengkap,dari status tracking masih di kirim sedangkan barang sudah jelas saya terima,sesudah saya check teryata kurang item 1 dari 3item pembelian di Tokopedia,saya harus kemana dan dimana harus mencari jawabanya??dalam artian saya tidak masalh dengan barang tersebut hanya memperjelaskan Kenpa bisa sperti itu??Mohon di jawab di ATAS!!!";
112;"Kenapa email saya tidak terdaftar di tokopedia, padahal saya udah masukin data lengkap, tapi pas mau ngajuin pinjaman onlaine keteranganya anda belum memasukan email ke tokopedia, tolong bantuanya";
113;"sudah dari kemarin saya transaksi tapi saat pembayaran saya mengalami kesulitan, ga bisa di klik bayar untuk transfer bank Mandiri , pdahal sblm lebaran. lancar2 saja, mohon penjelasannya min";
114;"Berkali-kali dibuat kecewa sama seller yang tidak konsisten dengan omongannya, sebelum bayar bilangnya ready begitu dibayar bilangnya habis atau produk tidak sesuai deskripsi, chat balasnya lama skala harian bahkan mingguan. Berkali-kali harus transfer-tarik2 uang karena hal ini, wasting time! Saya tau tidak semua seller seperti itu, namun beberapa kali kejadian seperti ini membuat saya harus mikir2 lagi. Semoga teman-temanku tidak menanyakan pengalamanku belanja di Tokopedia. Salam!";
115;"Tokopedia sih memang lebuh bagus dari lapak sebelah, tapi sayang sekali kalau aplikasinya busuk seperti ini. Bukanya memudahkan, malah bikin susah. Aplikasi sering macet, tidak merespon, blank hitam, dan banyak kejadian tidak menyenangkan lainya. Maaf untuk penilaian yang buruk, tapi lapak sebelah LEBIH MAMPU membuat aplikasi yang memudahkan pengguna.";
116;"Terima Kasih tokopedia. Untuk membantu permasalahan pembelian saya dari penjual yang tidak bertanggung jawab. Untuk cs yang menangani permasalahan sudah sangat membantu. Untuk oknum penjual yang tidak bertanggung jawab, agar diberi tindakan oleh tokopedia agar tidak mengulangi kejadian yg sama.";
117;"toko pedia memberi kemudahan dalam bertransaksi, pelayanan penjual baik, ramah, tidak mengecewakan custumer. semoga menjadi marketplace yang terpercaya akan kualitas produk dan pelayanan untuk konsumen. tingkatkan terus performanya, jaga kepercayaan komsumen , jujur, amanah ""In Syaa Allah"" akan semakin maju";
118;aplikasinya semakin ribet..klu kita ada masalah tidak ada jalan keluarnya..pusat komlainnya tidak bisa dibuka..call centernya tidak ada..untuk yang mau belanja online saya sarankan menggunakan bukalapak aja..untuk setiap masalah respon dan tanggapan dari bukalapak sangat bagus..buat yg mau download tokopedia mending jangan deh..download aja bukalapak;
119;Tokopedia mungkin harus meningkatkan Modal juga SDM yang lebih mumpuni. Agar fitur2 yang di tambah dalam aplikasi tidak sampai menghambat proses loading pengguna ( Buyer ). Untuk melihat 1 gambar etalase Seller saja sampai bermenit2 yang sudah pasti merugikan dengan secara tidak langsung yang menyebabkan terpotong nya Kuota pengguna. Miris.;
120;"Aplikasi ini sangat luar biasa, saya jadi suka pakai aplikasi ini kalo mau belanja online.";
121;"makasih Tokopedia sudah melayani dengan baik ??, dengan aplikasi ini memudahkan kami yg sibuk dengan rutinitas sehari hari yg tdk punya waktu untuk shoping di mall, thanks Tokopedia";
122;tokopedia benar benar terpercaya. tidak ribet dan simpel. 3 kali penjual tdk mengirimkan barang yg saya beli.. dana balik lagi ke rek. saya. ???????? dan waktunya tdk lbh dari 3 nenit. keren;
123;"harga nya luar biasa, datang barang nya tepat waktu gak pake lama, asli puas nya belanja di tokopedia...Moga tokopefia menyediakan saldo yg bisa belanja dulu bayar nya belakangan biar lbh enjoy belanja nya";
124;"Saya sangat kecewa dengan salah satu seller tokopedia. Dikarenakan saya pakai voucher gratis ongkir 50.000, salah satu seller membatalkan orderan saya dengan alasan barang cacat. Padahal sebelum saya bayar, saya tanya dulu barang ready atau tidak, dan dia bilang barangnya ready. mungkin dia takut rugi kali ya. Mulai sekarang saya tidak akan belanja di toko ini lagi. ya walaupun ini kesalahan sellernya, tapi ini sangat mengecewakan dan membuang2 waktu saya.";
125;"Tokopedia adalah aplikasi belanja online dan aplikasi tersebut memudahkan kita atau masyarakat dan juga menyediakan semua barang barang yang kita perlukan seperti voucher pulsa, nomor perdana, baju keperluan dapur, bayi, elektronik, dan masih banyak yang lainnya. Dan harga nya pun terjangkau tidak terlalu mahal.";
126;"Tanggal 15 Juli, dapet notif inovice 17 Maret 2019 cb saya ditahan. Pas saya tanya alasan ditahan, katanya melanggar snk. Saya tanya pelanggaran seperti apa, jawabannya cek email. Padahal di email tidak menjawab pelanggaran yg saya buat seperti apa. Saya tidak pernah order fiktif, pakai satu akun. Setelah saya cek, ternyata toko yg pernah saya beli barangnya, di moderasi permanen. Saya tanya apakah itu yg menyebabkan, jawabannya melanggar snk. Lalu diakhiri secara sepihak. Sungguh mengecewakan";
127;"Tertanggal 3 Juli saya pesan barang ke salah satu membernya Tokopedia,dan pesanan tiba di 5 Juli.. Chek punya chek.. barang yg saya beli ternyata tidak berfungsi. Maksud hati ingin komplain dan minta ganti dengan barang baru, atau setidaknya uang kembali. Step by step saya ikuti cara utk bisa komplain tp selalu gagal saat pengiriman dan herannya jaringan jadi lemot.. Saya coba hubungi reseller tapi tidak ada respon,sampai sekarang!! Tokopedia bukan rekomendasi lagi..!!";
128;"Sekarang udh pake ram yg besar jadi tokoped Lancar dan Smooth, sy suka tokopedia Murah dan Lengkap. Semoga fitur Keamanan dipertahankan dan semoga undian berhadiah itu bukan marketing tp Real/asli :)))";
129;"Tolong kepada pihak Tokopedia....!!! kenapa ketika saya ingin ubah pengaturan profil data diri tidak bisa dinubah... untuk ganti nama dan terutama verivikasi no telepon... SELAIN ITU....!!! Untuk kupon promo yang di berikan hanya sekedar pajangan dan ridak bermanfaat apa-apa, karena sama sekali tidak bisa di pakai.... terimakasih....";
130;"Saya sudah dari 2014 menggunakan Toped. Segala apa yang saya butuhkan ada semua. Dan saya sama sekali tidak punya pemikirian pindah online shop lain. Toped sudah sangat mewakili apa yang saya inginkan. Saya puas, segalanya ada. Terima kasih toped. Maju Terus...";
131;"Saya suka berbelanja di Tokopedia karena ketika barang sampai, baru dana di transfer ke Penjual. Jadi kita Pembeli ketika sudah terima barang yg kita beli, langsung beri info barang sudah terima. Ok. Supaya transfer dana dapat segra dilakukan ke Penjual. Penjual selalu Supply barang2 yg Bagus ya. Supaya kita Para Pembeli jadi Langganan. Ok??";
132;"semakin ribet , utk log in ..... tidak user friendly .... semoga semakin bagus , security aplikasi. , sehingga tidak kebobolan spt tetangga sebelah ( kenapa , saya mau transfer , malah paket dalam keranjang malah hilang .... ? kemudian penjual juga lemot respons chat sbg confirm kepada pembeli .... semakin KO tertinggal oleh competitor )
";
133;"Aplikasi belanja online terbaik di Indonesia.. mau belanja apapun ada, harga nya murah meriah, banyak diskon dan voucher gratis, banyak event menarik, dll.. dari dulu sampai sekarang selalu puas kalau belanja di Tokopedia. bikin saya ketagihan belanja online ????";
134;"aplikasi yg sekarang sering gangguan, saya sudah kirim barang mau masukan resi gangguan terus gak bisa di buka, akhirnya batal secara otomatis ada 3 transaksi . mengecewakan";
135;"Sejauh ini aplikasi tokopedia sangat membantu saya sbg reseller. Saya alhamdulilah sudah mendapatkan laba sekitar 1 juta stlh menjadi reseller selama 3 tahun, dg catatan saya sbg pelajar. Namun yg saya keluhkan sebagai reseller itu, kenapa saldo toped yg saldo penghasilan tdk bisa digunakan utk bertransaksi kembali? Kalau pun bisa diambil lewat transfer, tmbahin opsi TRANSFER to OVO ya minnn. Nanti klo udah ada fitur itu saya akan kasih bintang 10 buat toped";
136;"Mohon untuk di percepat waktu menunggu konfirmasi, pesanan di proses dan pesanan di kirim. Sepertinya toko memperlambat proses karena jeda waktunya terlalu panjang bisa sampai 2 s/d 3 hari untuk konfirmasi dan proses.";
137;sudah nunggu lama ternyata pulsa yg saya beli via tokopedia di hari minggu tak kunjung masuk saya pikir awalnya sudah masuk sbb ada notif dr ovo bahwa transaksi berhasil namun trnyata di tokopedia masih pending sungguh kecewa berat;
138;"masa akun berbeda.. hape berbeda.. org yg berbeda dan semuax jelas2 punya sendiri. hny karena satu rmh dan transaksi dipakai utk keperluan usaha, dibilang akun sama dan menyalahi aturan. tolong perbaiki. dan cek jika perlu ke sumber x. spya jelas";
139;"biasanya cek saldo & top up saldo e-money bisa pake hp ( karna ada NFC), sudah 3 minggu ini ga bisa lg utk cek saldo di hp, apalagi top up. Mohon pencerahannya ya, karna sangat praktis sekali, ahirnya terpaksa lewat manual lg deh....ke atm mandiri";
140;"mohon kalau dipesan tiket pesawat jangan hanya e-tiketnya saja dikirim dalam bentuk pdf tetapi e-pembayarannya juga dikirim di e-mail dgn bentuk yang sama. 2 itu tidak bisa dipisahkan. karena dua bentuk tersebut sangat berguna sebagai bukti bagi yang bekerja di instansi pemerintahan dan swasta . Hal itu lebih ditingkatkan. kalau sudah diubah saya tambah bintangnya. saya buka di aplikasi dan dekstop invoicenya tetap tidak bisa didownload hal ini membuat saya sangat kecewa, mohon lebih profesional";
141;belum ada pengalaman yg menarik dari tokopedia katanya daoat kupon bonus eh..malah setelah meng instal aplikasinya ..ga tahu hrs gmna langkah selanjutnya..mending di hapus lagi..;
142;"makasih Tokopedia sudah melayani dengan b aik ??, dengan aplikasi ini memudahkan kami yg sibuk dengan rutinitas sehari hari yg tdk punya waktu untuk shoping di mall, thanks Tokopedia";
143;"Memudahkan untuk berbelanja, tapi akhir2 ini ada masalah di pembayaran. saya tidak bisa melakukan transaksi pembayaran";
144;"sangat buruk, saya transaksi sudah sesuai ketentuan dan mendapatkan ovopoints, hari ini dana ditarik lagi oleh tokopedia dg alasan melanggar ketentuan tgl 17 mei, ini pencurian namanya dg alasan yg sangat mengada ada,katanya saya memanipulasi transaksi, padahal saya tidak manipulasi transaksi, tetapi tidak mau menjelaskan manipulasi seperti apa, rupanya temen2 jg sama, sepertinya tokopedia memang melakuan penipuan promo cashback, agar laris, sesudah laris cashbacknya di tarik lagi";
145;"Sebaiknya jika transaksi ingin sehari sampai (dalam kota) cari seller yg menyediakan jasa kurir gojek/grab sameday atau instant. selain jasa itu dipastikan pengiriman bisa lama karena banyak seller tipu tipu alamat, misal alamat Jakarta dikirim ternyata dari luar provinsi!! Ini seller miskin dan tipu tipu!! Toped mesti menyediakan cara bagaimana supaya buyer bisa blocking seller seperti itu!";
146;"min, ga bisa gitu User interfacenya di bikin flat aja?.. yang sekarang liatnya kek sesak banget, jadi susah nafas.";
147;Sejauh ini belum pernah ada masalah. Transaksi lancar. Barang yg dibeli sesuai deskripsi. Bagus. Pertahankan.;
148;Semoga aplikasi ini menjadi aplikasi penjualan online yang akan selalu saya gunakan untuk keperluan saya setiap saat dan tidak beralih ke yang lainnya;
149;"tolong tokopedia ditambahkan lagi fitur COD agar yang tidak punya rekening bang ataupun ovo cash, tetap bisa berbelanja sebagaimana mestinya, nanti saya akan tambahkan lagi bintangnya terimakasih.";
150;Dengan aplikasi tokopedia saya di google crome saya mendapatkan samsung s10 dan di suruh menginstal dan membuka dan di sarankan umtuk menulis data diri tapi pas saya buka aplikasi tokopedia nya kok gak ada ya? Mohon serius ya itu bohong atau tidak ya?!;
151;"dari hari jumat smp hari ini saya mau transaksi ga bisa klik pembayaran, pdhl saya uda install ulang tp tetep ga bs klik bayar.. saya pikir hp rusak or error tp belanja disebelah ok2 aja...";
152;"di bohongin udian berhadiah tap tap tap , pas ngisi data ovo regiatrasi , gagal eh dapet pesan masuk dari tgl 13 juni masuk baru hari ini, bertuliskan romli selamat anda menang mendapatkan undian tap tap tap pas di cek gbsa di buka , komitmen nya mana ni untuk pengguna atau buat pelanggan.";
153;apakah tiap sabtu tokopedi mengadakan undian.hp.? saya selalu dapat pemberitahun .akun sy dpt undian hp dr tokopedia. tp pas dibuka masuk aplikasi donk gk da petunjuk apa pun.;
154;"wooww aplikasi ini bner² ngebantu aku buat pesen jam tangan yang belom ad didaerah aku,, so aku sukaa banget sama Tokepedia,, jadi buat kalian yang mau belanja online dengan pengantaran tercepat,ayo buruan deh download Tokopedia and langsung aja pilih barang yang mau kmu beli, Thankyou Tokopedia";
155;Knp pihak toped tdk menyediakan CS by phone atau live chat di aplikasi nya? krn pusat bantuan tdk sllu sesuai dg kondisi setiap pelanggan. spt yg sy alami kmrn komplain pembelian krn jaringan internet tdk stabil sy bisa membaca pesan dr pusat bantuan tp sy tidak bisa membalas pesannya sehingga akhirnya komplainan sy tdk tertangani krn spt saat ini ketika ada kendala tdk bs menghapus brg di keranjang & jg tdk bisa chekout. sllu muncul tulisan maaf sdg gangguan tp sampai berhari2 msh ga bisa j;
156;"Jelek. saya pesan barang jangka waktu sehari pengirimannya, malah sampe berhari hari. udah nunggu lama pengiriman ditolak lagi. akhirnya duit saya angus. tolong ditingkatkan lagi ya.";
